date,yearday,plot,count,grid letter,grid number,tree spec,tree rep,number lep,lep species,lep length,lepbio mass(mg)
8/7/89,219,1,6,D,5.5,2,1,1,2,20,10.88
8/7/89,219,1,6,D,6.5,2,1,1,2,22,14
8/7/89,219,1,6,D,6.5,2,1,1,4,20,10.88
8/7/89,219,1,6,D,7.5,1,1,1,2,30,31.74
8/7/89,219,1,6,D,7.5,2,2,1,3,17,7.09
8/7/89,219,1,6,D,9.5,2,1,1,4,25,19.62
8/7/89,219,1,6,D,9.5,2,2,1,2,22,14
8/7/89,219,4,6,B,1.5,1,1,1,4,36,51.37
8/7/89,219,4,6,B,1.5,2,1,1,2,5,0.28
8/7/89,219,4,6,B,1.5,2,1,1,4,25,19.62
8/7/89,219,4,6,B,3.5,1,1,1,5,5,0.28
8/7/89,219,4,6,B,3.5,2,1,1,3,15,5.09
8/7/89,219,4,6,B,3.5,2,1,1,3,20,10.88
8/7/89,219,4,6,B,3.5,2,1,1,2,30,31.74
8/7/89,219,4,6,B,5.5,2,1,1,4,25,19.62
8/7/89,219,4,6,B,5.5,2,1,1,4,40,67.84
8/7/89,219,4,6,B,7.5,1,1,1,4,28,26.46
8/7/89,219,4,6,B,8.5,1,1,1,4,12,2.83
8/7/89,219,4,6,B,8.5,1,1,1,3,20,10.88
8/7/89,219,4,6,B,9.5,1,1,1,5,6,0.45
8/7/89,219,4,6,B,9.5,2,1,1,4,40,67.84
8/7/89,219,4,6,B,9.5,2,2,1,3,20,10.88
8/7/89,219,4,6,D,1.5,2,1,1,3,25,19.62
8/7/89,219,4,6,D,2.5,1,1,1,2,27,24.04
8/7/89,219,4,6,D,3.5,2,2,1,5,6,0.45
8/7/89,219,4,6,D,6.5,1,1,1,4,20,10.88
8/7/89,219,4,6,D,6.5,2,2,1,4,25,19.62
8/7/89,219,4,6,D,7.5,2,1,1,4,40,67.84
8/7/89,219,4,6,D,7.5,2,2,1,2,30,31.74
8/7/89,219,4,6,D,8.5,1,1,1,3,6,0.45
8/7/89,219,4,6,D,9.5,1,1,1,3,17,7.09
8/7/89,219,4,6,D,9.5,1,2,1,4,28,26.46
8/8/89,220,4,6,A,1.5,2,2,1,2,25,19.62
8/8/89,220,4,6,A,2.5,1,2,1,5,6,0.45
8/8/89,220,4,6,A,2.5,2,1,1,4,30,31.74
8/8/89,220,4,6,A,2.5,2,2,1,2,5,0.28
8/8/89,220,4,6,A,2.5,2,2,1,2,6,0.45
8/8/89,220,4,6,A,4.5,1,2,1,5,5,0.28
8/8/89,220,4,6,A,7.5,2,1,1,2,20,10.88
8/8/89,220,4,6,A,7.5,2,2,1,2,20,10.88
8/8/89,220,4,6,A,7.5,2,2,1,2,25,19.62
8/8/89,220,4,6,A,8.5,1,2,1,5,6,0.45
8/8/89,220,4,6,A,8.5,2,1,1,4,40,67.84
8/8/89,220,4,6,A,9.5,1,1,1,5,5,0.28
8/8/89,220,4,6,A,10.5,2,1,1,2,21,12.38
8/8/89,220,4,6,C,1.5,1,2,1,4,20,10.88
8/8/89,220,4,6,C,1.5,1,2,1,2,25,19.62
8/8/89,220,4,6,C,2.5,2,2,1,2,20,10.88
8/8/89,220,4,6,C,3.5,2,1,1,5,5,0.28
8/8/89,220,4,6,C,3.5,2,1,1,5,5,0.28
8/8/89,220,4,6,C,3.5,2,2,1,4,23,15.74
8/8/89,220,4,6,C,4.5,1,1,1,5,6,0.45
8/8/89,220,4,6,C,4.5,2,1,1,2,18,8.24
8/8/89,220,4,6,C,5.5,2,1,1,5,6,0.45
8/8/89,220,4,6,C,6.5,1,1,1,5,6,0.45
8/8/89,220,4,6,C,7.5,2,2,1,3,12,2.83
8/8/89,220,4,6,C,10.5,2,1,1,2,22,14
8/9/89,221,2,6,G,6.5,1,1,1,5,4,0.16
8/9/89,221,2,6,G,6.5,1,2,1,2,10,1.75
8/9/89,221,2,6,G,8.5,1,2,1,5,5,0.28
8/9/89,221,2,6,G,9.5,2,2,1,2,15,5.09
8/9/89,221,2,6,H,4.5,1,2,1,2,7,0.68
8/9/89,221,2,6,I,1.5,2,1,1,2,30,31.74
8/9/89,221,2,6,I,2.5,1,2,1,5,6,0.45
8/9/89,221,2,6,I,3.5,1,1,2,5,5,0.56
8/9/89,221,2,6,I,5.5,1,2,1,5,6,0.45
8/9/89,221,2,6,I,7.5,1,2,1,5,6,0.45
8/9/89,221,2,6,J,3.5,2,2,1,2,23,15.74
8/9/89,221,2,6,J,9.5,1,2,1,2,20,10.88
8/9/89,221,2,6,J,10.5,2,1,1,2,15,5.09
8/9/89,221,3,6,B,2.5,1,1,1,5,5,0.28
8/9/89,221,3,6,B,2.5,2,2,1,2,16,6.04
8/9/89,221,3,6,B,6.5,2,1,1,5,5,0.28
8/9/89,221,3,6,B,8.5,2,1,1,6,25,19.62
8/9/89,221,3,6,D,5.5,1,2,1,5,6,0.45
8/9/89,221,3,6,D,10.5,1,2,1,5,6,0.45
5/29/90,149,1,1,A,3.5,2,1,1,3,8,0.97
5/29/90,149,1,1,A,3.5,2,1,1,3,9,1.32
5/29/90,149,1,1,A,4.5,2,1,1,2,7,0.68
5/29/90,149,1,1,A,5.5,2,2,1,6,7,0.68
5/29/90,149,1,1,B,1.5,2,1,1,2,13,3.49
5/29/90,149,1,1,B,7.5,2,1,1,2,15,5.09
5/29/90,149,1,1,B,9.5,2,1,1,3,8,0.97
5/29/90,149,1,1,B,10.5,2,1,1,3,10,1.75
5/29/90,149,1,1,C,1.5,2,1,1,2,10,1.75
5/29/90,149,1,1,C,4.5,2,1,1,2,3,0.07
5/29/90,149,1,1,D,3.5,1,1,1,6,3,0.07
5/29/90,149,1,1,D,4.5,2,2,1,2,15,5.09
5/29/90,149,1,1,D,10.5,2,1,1,2,9,1.32
5/29/90,149,4,1,B,4.5,2,2,1,2,15,5.09
5/29/90,149,4,1,B,7.5,2,1,1,5,8,0.97
5/29/90,149,4,1,B,9.5,2,1,1,2,10,1.75
5/29/90,149,4,1,C,1.5,1,1,1,2,3,0.07
5/29/90,149,4,1,C,3.5,2,2,1,2,12,2.83
5/29/90,149,4,1,C,6.5,2,1,1,2,12,2.83
5/29/90,149,4,1,D,1.5,2,1,1,3,12,2.83
5/29/90,149,4,1,D,3.5,2,2,1,6,6,0.45
5/29/90,149,4,1,D,6.5,1,1,1,3,18,8.24
5/29/90,149,4,1,D,6.5,1,2,1,5,4,0.16
5/29/90,149,4,1,D,7.5,2,2,1,2,35,47.69
5/31/90,151,2,1,G,3.5,1,2,1,2,3,0.07
5/31/90,151,2,1,G,5.5,1,2,1,2,4,0.16
5/31/90,151,2,1,G,5.5,2,2,1,2,10,1.75
5/31/90,151,2,1,G,7.5,2,2,1,2,4,0.16
5/31/90,151,2,1,G,8.5,2,2,1,2,4,0.16
5/31/90,151,2,1,H,1.5,1,2,1,3,8,0.97
5/31/90,151,2,1,H,1.5,2,2,1,2,12,2.83
5/31/90,151,2,1,H,3.5,2,1,1,2,11,2.25
5/31/90,151,2,1,H,4.5,1,2,1,2,4,0.16
5/31/90,151,2,1,H,5.5,2,1,1,2,4,0.16
5/31/90,151,2,1,I,3.5,2,2,1,2,12,2.83
5/31/90,151,2,1,I,5.5,1,1,1,3,13,3.49
5/31/90,151,2,1,I,9.5,2,1,1,3,14,4.24
5/31/90,151,2,1,J,2.5,2,2,1,2,18,8.24
5/31/90,151,2,1,J,5.5,2,1,1,3,6,0.45
5/31/90,151,2,1,J,6.5,2,1,1,2,20,10.88
5/31/90,151,2,1,J,9.5,1,1,1,3,10,1.75
5/31/90,151,3,1,A,5.5,2,1,1,3,10,1.75
5/31/90,151,3,1,A,5.5,2,2,1,3,12,2.83
5/31/90,151,3,1,A,5.5,2,2,1,3,10,1.75
5/31/90,151,3,1,A,7.5,1,2,1,3,16,6.04
5/31/90,151,3,1,A,8.5,2,2,1,3,12,2.83
5/31/90,151,3,1,A,9.5,1,1,1,3,13,3.49
5/31/90,151,3,1,A,9.5,2,1,1,3,10,1.75
5/31/90,151,3,1,B,1.5,2,1,1,2,2,0.02
5/31/90,151,3,1,B,6.5,1,1,1,2,4,0.16
5/31/90,151,3,1,C,3.5,1,1,1,5,4,0.16
5/31/90,151,3,1,C,5.5,1,1,1,2,3,0.07
5/31/90,151,3,1,C,6.5,1,1,1,6,3,0.07
5/31/90,151,3,1,C,10.5,1,1,1,3,17,7.09
5/31/90,151,3,1,D,3.5,1,1,1,2,6,0.45
5/31/90,151,3,1,D,3.5,1,1,1,3,5,0.28
5/31/90,151,3,1,D,4.5,2,2,1,2,3,0.07
5/31/90,151,3,1,D,5.5,1,2,1,2,7,0.68
5/31/90,151,3,1,D,5.5,1,2,1,5,6,0.45
5/31/90,151,3,1,D,6.5,1,1,1,2,10,1.75
5/31/90,151,3,1,D,7.5,1,2,1,2,9,1.32
5/31/90,151,3,1,D,9.5,1,2,1,2,3,0.07
6/12/90,163,1,2,A,9.5,2,1,1,3,8,0.97
6/12/90,163,1,2,B,3.5,1,1,1,3,13,3.49
6/12/90,163,1,2,B,3.5,2,2,1,2,6,0.45
6/12/90,163,1,2,B,6.5,1,1,1,3,12,2.83
6/12/90,163,1,2,B,7.5,1,1,1,3,13,3.49
6/12/90,163,1,2,B,9.5,2,2,1,2,10,1.75
6/12/90,163,1,2,B,10.5,1,1,1,2,6,0.45
6/12/90,163,1,2,C,1.5,2,1,1,3,5,0.28
6/12/90,163,1,2,C,2.5,2,1,1,3,5,0.28
6/12/90,163,1,2,C,4.5,1,1,1,3,5,0.28
6/12/90,163,1,2,C,4.5,1,1,1,2,5,0.28
6/12/90,163,1,2,C,5.5,2,1,1,2,5,0.28
6/12/90,163,1,2,C,6.5,2,1,1,2,4,0.16
6/12/90,163,1,2,C,7.5,1,1,1,2,12,2.83
6/12/90,163,1,2,C,7.5,1,1,1,2,7,0.68
6/12/90,163,1,2,C,8.5,1,2,1,3,9,1.32
6/12/90,163,1,2,D,1.5,1,1,1,6,3,0.07
6/12/90,163,1,2,D,1.5,1,1,1,6,5,0.28
6/12/90,163,1,2,D,5.5,1,1,1,2,8,0.97
6/12/90,163,1,2,D,6.5,2,2,1,2,12,2.83
6/12/90,163,1,2,D,9.5,2,2,1,2,10,1.75
6/12/90,163,4,2,B,3.5,1,2,1,3,10,1.75
6/12/90,163,4,2,C,1.5,1,2,1,3,8,0.97
6/12/90,163,4,2,C,1.5,2,2,1,3,16,6.04
6/12/90,163,4,2,C,2.5,1,2,1,2,3,0.07
6/12/90,163,4,2,C,2.5,1,2,1,2,5,0.28
6/12/90,163,4,2,C,2.5,2,1,1,3,17,7.09
6/12/90,163,4,2,C,4.5,2,1,1,2,5,0.28
6/12/90,163,4,2,C,5.5,1,2,1,3,6,0.45
6/12/90,163,4,2,C,5.5,2,2,1,2,6,0.45
6/12/90,163,4,2,C,5.5,2,2,1,3,15,5.09
6/12/90,163,4,2,D,3.5,1,2,1,2,6,0.45
6/12/90,163,4,2,D,5.5,1,1,1,3,10,1.75
6/12/90,163,4,2,D,6.5,1,1,1,2,10,1.75
6/12/90,163,4,2,D,6.5,2,1,1,2,6,0.45
6/12/90,163,4,2,D,9.5,1,2,1,3,11,2.25
6/13/90,164,2,2,G,2.5,2,1,1,2,7,0.68
6/13/90,164,2,2,G,3.5,1,2,1,2,6,0.45
6/13/90,164,2,2,H,1.5,2,1,1,2,8,0.97
6/13/90,164,2,2,H,2.5,1,2,1,3,8,0.97
6/13/90,164,2,2,H,3.5,2,1,1,5,8,0.97
6/13/90,164,2,2,H,9.5,1,1,1,2,5,0.28
6/13/90,164,2,2,H,9.5,2,1,1,2,10,1.75
6/13/90,164,2,2,I,1.5,2,1,1,5,10,1.75
6/13/90,164,2,2,I,2.5,1,1,1,3,30,31.74
6/13/90,164,2,2,I,2.5,2,1,1,3,10,1.75
6/13/90,164,2,2,I,3.5,2,2,1,2,8,0.97
6/13/90,164,2,2,I,7.5,1,2,1,2,4,0.16
6/13/90,164,2,2,I,7.5,2,2,1,2,4,0.16
6/13/90,164,2,2,J,1.5,1,2,1,3,14,4.24
6/13/90,164,2,2,J,2.5,2,2,1,2,12,2.83
6/13/90,164,2,2,J,5.5,1,2,1,3,4,0.16
6/13/90,164,2,2,J,5.5,2,2,1,2,6,0.45
6/13/90,164,2,2,J,5.5,2,2,1,2,4,0.16
6/13/90,164,2,2,J,9.5,2,2,1,2,45,92.59
6/14/90,165,3,2,A,2.5,2,1,1,6,12,2.83
6/14/90,165,3,2,A,4.5,1,1,1,3,10,1.75
6/14/90,165,3,2,A,8.5,1,2,1,5,8,0.97
6/14/90,165,3,2,A,8.5,2,1,1,6,9,1.32
6/14/90,165,3,2,B,1.5,2,2,1,2,9,1.32
6/14/90,165,3,2,B,3.5,1,2,1,2,10,1.75
6/14/90,165,3,2,B,10.5,1,1,1,2,10,1.75
6/14/90,165,3,2,C,1.5,2,2,1,3,17,7.09
6/14/90,165,3,2,C,5.5,2,2,1,3,18,8.24
6/14/90,165,3,2,C,8.5,2,1,1,3,10,1.75
6/14/90,165,3,2,D,7.5,2,1,1,5,12,2.83
6/14/90,165,3,2,D,10.5,1,1,1,2,15,5.09
6/14/90,165,3,2,D,10.5,2,2,1,3,13,3.49
6/25/90,176,1,3,A,1.5,1,1,1,6,5,0.28
6/25/90,176,1,3,A,1.5,1,2,1,4,5,0.28
6/25/90,176,1,3,A,5.5,1,2,1,2,10,1.75
6/25/90,176,1,3,A,6.5,1,1,1,3,12,2.83
6/25/90,176,1,3,A,6.5,1,1,1,3,5,0.28
6/25/90,176,1,3,A,9.5,1,1,1,3,7,0.68
6/25/90,176,1,3,A,9.5,2,1,1,3,15,5.09
6/25/90,176,1,3,B,2.5,1,1,1,6,5,0.28
6/25/90,176,1,3,B,3.5,1,1,1,6,6,0.45
6/25/90,176,1,3,B,3.5,1,1,1,3,6,0.45
6/25/90,176,1,3,B,4.5,1,1,1,3,10,1.75
6/25/90,176,1,3,B,6.5,2,1,1,2,7,0.68
6/25/90,176,1,3,B,9.5,1,1,1,6,5,0.28
6/25/90,176,1,3,B,10.5,1,2,1,2,9,1.32
6/25/90,176,1,3,B,10.5,2,1,1,3,19,9.51
6/25/90,176,1,3,C,7.5,1,1,1,2,10,1.75
6/25/90,176,1,3,D,2.5,2,2,1,2,25,19.62
6/25/90,176,1,3,D,3.5,1,2,1,2,15,5.09
6/25/90,176,1,3,D,9.5,2,1,1,2,20,10.88
6/25/90,176,4,3,A,2.5,2,2,1,2,15,5.09
6/25/90,176,4,3,A,5.5,2,2,1,2,15,5.09
6/25/90,176,4,3,A,7.5,1,2,1,2,10,1.75
6/25/90,176,4,3,B,1.5,2,1,1,2,6,0.45
6/25/90,176,4,3,B,2.5,2,1,1,2,6,0.45
6/25/90,176,4,3,B,5.5,1,2,1,2,6,0.45
6/25/90,176,4,3,B,6.5,1,2,1,2,6,0.45
6/25/90,176,4,3,B,6.5,1,2,1,2,6,0.45
6/25/90,176,4,3,B,7.5,2,1,1,2,10,1.75
6/25/90,176,4,3,B,10.5,2,2,1,2,10,1.75
6/25/90,176,4,3,B,10.5,2,2,1,3,10,1.75
6/25/90,176,4,3,C,1.5,1,2,1,2,6,0.45
6/25/90,176,4,3,C,4.5,2,2,1,2,6,0.45
6/25/90,176,4,3,C,5.5,2,1,1,3,8,0.97
6/25/90,176,4,3,C,7.5,2,2,1,2,4,0.16
6/25/90,176,4,3,C,8.5,2,1,1,2,6,0.45
6/25/90,176,4,3,D,1.5,2,1,1,6,10,1.75
6/25/90,176,4,3,D,3.5,1,1,1,2,8,0.97
6/25/90,176,4,3,D,4.5,2,1,1,5,3,0.07
6/25/90,176,4,3,D,4.5,2,2,1,2,11,2.25
6/25/90,176,4,3,D,5.5,1,2,1,2,14,4.24
6/25/90,176,4,3,D,6.5,1,2,1,4,5,0.28
6/25/90,176,4,3,D,8.5,2,1,1,2,14,4.24
6/25/90,176,4,3,D,10.5,1,2,1,2,8,0.97
6/26/90,177,3,3,A,6.5,2,2,1,2,8,0.97
6/26/90,177,3,3,B,3.5,1,1,1,2,8,0.97
6/26/90,177,3,3,B,3.5,2,1,1,2,20,10.88
6/26/90,177,3,3,B,4.5,2,2,1,2,8,0.97
6/26/90,177,3,3,B,6.5,1,2,1,2,8,0.97
6/26/90,177,3,3,C,9.5,2,1,1,3,15,5.09
6/26/90,177,3,3,C,9.5,2,2,1,3,17,7.09
6/26/90,177,3,3,D,9.5,2,2,1,3,12,2.83
6/27/90,178,2,3,G,4.5,2,1,1,3,7,0.68
6/27/90,178,2,3,G,7.5,2,1,1,2,11,2.25
6/27/90,178,2,3,G,8.5,1,1,1,3,6,0.45
6/27/90,178,2,3,G,8.5,1,2,1,3,7,0.68
6/27/90,178,2,3,G,9.5,1,2,1,3,9,1.32
6/27/90,178,2,3,G,9.5,2,2,1,3,5,0.28
6/27/90,178,2,3,H,1.5,1,1,1,2,11,2.25
6/27/90,178,2,3,H,1.5,1,2,1,3,9,1.32
6/27/90,178,2,3,H,1.5,2,1,1,2,9,1.32
6/27/90,178,2,3,H,1.5,2,2,1,2,12,2.83
6/27/90,178,2,3,H,2.5,1,2,1,2,15,5.09
6/27/90,178,2,3,H,3.5,2,1,1,2,18,8.24
6/27/90,178,2,3,H,4.5,1,2,1,3,12,2.83
6/27/90,178,2,3,H,5.5,1,1,1,3,10,1.75
6/27/90,178,2,3,H,5.5,1,2,1,2,9,1.32
6/27/90,178,2,3,H,6.5,1,1,1,6,11,2.25
6/27/90,178,2,3,H,6.5,1,2,1,4,5,0.28
6/27/90,178,2,3,H,7.5,1,1,1,2,9,1.32
6/27/90,178,2,3,H,9.5,2,1,1,3,6,0.45
6/27/90,178,2,3,H,10.5,1,1,1,2,13,3.49
6/27/90,178,2,3,I,1.5,2,2,1,2,5,0.28
6/27/90,178,2,3,I,3.5,2,1,1,6,22,14
6/27/90,178,2,3,I,3.5,2,2,1,2,11,2.25
6/27/90,178,2,3,I,8.5,2,2,1,2,13,3.49
6/27/90,178,2,3,I,9.5,2,1,1,3,13,3.49
6/27/90,178,2,3,J,3.5,2,2,1,3,15,5.09
6/27/90,178,2,3,J,4.5,2,1,1,3,15,5.09
6/27/90,178,2,3,J,7.5,2,1,1,3,22,14
6/27/90,178,2,3,J,8.5,2,1,1,3,14,4.24
6/27/90,178,2,3,J,8.5,2,2,1,3,12,2.83
6/27/90,178,2,3,J,10.5,2,1,1,4,8,0.97
7/9/90,190,1,4,A,1.5,2,1,1,2,6,0.45
7/9/90,190,1,4,A,7.5,1,1,1,2,8,0.97
7/9/90,190,1,4,A,7.5,2,1,1,2,7,0.68
7/9/90,190,1,4,A,10.5,1,1,1,3,6,0.45
7/9/90,190,1,4,A,10.5,2,1,1,2,8,0.97
7/9/90,190,1,4,A,10.5,2,1,1,2,10,1.75
7/9/90,190,1,4,B,4.5,2,1,1,2,10,1.75
7/9/90,190,1,4,B,4.5,2,1,1,2,12,2.83
7/9/90,190,1,4,B,10.5,2,1,1,3,6,0.45
7/9/90,190,1,4,C,1.5,2,1,1,3,17,7.09
7/9/90,190,1,4,C,2.5,1,1,1,3,9,1.32
7/9/90,190,1,4,C,3.5,2,2,1,4,8,0.97
7/9/90,190,1,4,C,4.5,1,1,1,5,9,1.32
7/9/90,190,1,4,C,7.5,1,2,1,6,7,0.68
7/9/90,190,1,4,C,9.5,1,1,1,2,11,2.25
7/9/90,190,1,4,C,9.5,1,1,1,2,16,6.04
7/9/90,190,1,4,C,9.5,2,2,1,2,8,0.97
7/9/90,190,1,4,D,2.5,2,1,1,2,14,4.24
7/9/90,190,1,4,D,4.5,1,2,1,2,7,0.68
7/9/90,190,1,4,D,4.5,2,1,1,6,6,0.45
7/9/90,190,1,4,D,6.5,2,1,1,3,9,1.32
7/9/90,190,1,4,D,9.5,2,1,1,2,12,2.83
7/10/90,191,2,4,G,6.5,1,1,1,3,27,24.04
7/10/90,191,2,4,G,6.5,1,1,1,2,14,4.24
7/10/90,191,2,4,H,1.5,1,1,1,3,20,10.88
7/10/90,191,2,4,H,4.5,2,2,1,2,15,5.09
7/10/90,191,2,4,H,7.5,2,1,1,2,10,1.75
7/10/90,191,2,4,I,4.5,2,1,1,2,10,1.75
7/10/90,191,2,4,I,6.5,2,2,1,2,8,0.97
7/10/90,191,2,4,I,6.5,2,2,1,2,10,1.75
7/10/90,191,2,4,J,2.5,2,2,1,2,8,0.97
7/10/90,191,2,4,J,7.5,2,2,1,2,8,0.97
7/10/90,191,3,4,A,1.5,1,2,1,3,10,1.75
7/10/90,191,3,4,A,1.5,2,1,1,2,17,7.09
7/10/90,191,3,4,A,4.5,2,1,1,2,17,7.09
7/10/90,191,3,4,A,5.5,2,2,1,2,10,1.75
7/10/90,191,3,4,A,6.5,1,2,1,4,9,1.32
7/10/90,191,3,4,A,7.5,1,1,1,2,6,0.45
7/10/90,191,3,4,A,7.5,2,2,1,2,18,8.24
7/10/90,191,3,4,A,9.5,2,1,1,2,16,6.04
7/10/90,191,3,4,A,10.5,2,2,1,3,9,1.32
7/10/90,191,3,4,B,1.5,2,1,1,2,18,8.24
7/10/90,191,3,4,C,6.5,1,1,1,2,5,0.28
7/10/90,191,3,4,C,7.5,1,2,1,6,33,40.83
7/10/90,191,3,4,C,7.5,1,2,1,6,30,31.74
7/10/90,191,3,4,C,8.5,2,1,1,5,5,0.28
7/10/90,191,3,4,C,9.5,1,2,1,2,7,0.68
7/10/90,191,3,4,C,10.5,2,2,1,2,11,2.25
7/10/90,191,3,4,D,3.5,1,2,1,2,8,0.97
7/10/90,191,3,4,D,3.5,2,2,1,6,9,1.32
7/10/90,191,3,4,D,4.5,1,1,1,2,12,2.83
7/10/90,191,3,4,D,6.5,1,2,1,2,14,4.24
7/10/90,191,3,4,D,7.5,1,2,1,2,12,2.83
7/10/90,191,3,4,D,8.5,1,1,1,3,9,1.32
7/11/90,192,4,4,A,4.5,2,2,1,4,7,0.68
7/11/90,192,4,4,A,5.5,2,1,1,2,18,8.24
7/11/90,192,4,4,A,8.5,1,1,1,2,15,5.09
7/11/90,192,4,4,A,8.5,1,1,1,2,17,7.09
7/11/90,192,4,4,B,2.5,1,1,1,2,13,3.49
7/11/90,192,4,4,B,10.5,2,1,1,2,5,0.28
7/11/90,192,4,4,C,1.5,2,1,1,4,8,0.97
7/11/90,192,4,4,C,4.5,2,1,1,3,6,0.45
7/11/90,192,4,4,C,4.5,2,1,1,4,8,0.97
7/11/90,192,4,4,C,4.5,2,1,1,4,8,0.97
7/11/90,192,4,4,C,4.5,2,2,1,3,25,19.62
7/11/90,192,4,4,D,5.5,2,1,1,2,21,12.38
7/11/90,192,4,4,D,7.5,2,2,1,2,15,5.09
7/11/90,192,4,4,D,9.5,1,2,1,2,15,5.09
7/21/90,202,1,5,A,4.5,1,1,1,2,16,6.04
7/21/90,202,1,5,A,4.5,2,2,1,2,9,1.32
7/21/90,202,1,5,A,6.5,1,2,1,4,8,0.97
7/21/90,202,1,5,B,3.5,2,1,1,5,24,17.61
7/21/90,202,1,5,B,4.5,1,2,1,3,11,2.25
7/21/90,202,1,5,B,5.5,1,1,1,2,12,2.83
7/21/90,202,1,5,B,5.5,1,2,1,2,9,1.32
7/21/90,202,1,5,B,7.5,1,2,1,6,7,0.68
7/21/90,202,1,5,C,1.5,1,2,1,2,20,10.88
7/21/90,202,1,5,C,1.5,1,2,1,5,10,1.75
7/21/90,202,1,5,C,3.5,1,2,1,3,10,1.75
7/21/90,202,1,5,C,3.5,2,1,1,2,15,5.09
7/21/90,202,1,5,C,5.5,1,1,1,2,17,7.09
7/21/90,202,1,5,D,4.5,2,2,1,4,18,8.24
7/21/90,202,1,5,D,5.5,2,2,1,2,25,19.62
7/21/90,202,1,5,D,6.5,2,2,1,2,19,9.51
7/22/90,203,2,5,H,2.5,2,1,1,2,29,29.03
7/22/90,203,2,5,H,10.5,1,1,1,6,15,5.09
7/22/90,203,2,5,H,10.5,2,2,1,2,23,15.74
7/22/90,203,2,5,I,1.5,1,1,1,2,10,1.75
7/22/90,203,2,5,I,5.5,1,1,1,5,5,0.28
7/22/90,203,2,5,I,5.5,1,1,1,5,6,0.45
7/22/90,203,2,5,I,7.5,2,1,1,5,2,0.02
7/22/90,203,2,5,I,10.5,1,1,1,2,14,4.24
7/22/90,203,2,5,J,4.5,1,1,1,3,12,2.83
7/22/90,203,2,5,J,6.5,1,1,1,4,7,0.68
7/22/90,203,2,5,J,6.5,1,2,1,5,5,0.28
7/22/90,203,2,5,J,7.5,2,2,1,5,4,0.16
7/22/90,203,2,5,J,9.5,1,1,1,2,9,1.32
7/22/90,203,3,5,A,3.5,1,1,1,3,11,2.25
7/22/90,203,3,5,A,5.5,1,1,1,3,19,9.51
7/22/90,203,3,5,A,9.5,1,2,1,4,22,14
7/22/90,203,3,5,B,1.5,2,2,1,2,27,24.04
7/22/90,203,3,5,B,7.5,1,1,1,4,25,19.62
7/24/90,205,4,5,A,1.5,1,1,1,3,10,1.75
7/24/90,205,4,5,A,10.5,1,2,1,4,17,7.09
7/24/90,205,4,5,B,1.5,1,1,1,3,15,5.09
7/24/90,205,4,5,B,7.5,2,2,1,3,15,5.09
7/24/90,205,4,5,B,8.5,1,1,1,3,7,0.68
7/24/90,205,4,5,C,1.5,1,2,1,4,28,26.46
7/24/90,205,4,5,C,2.5,1,1,1,2,25,19.62
7/24/90,205,4,5,C,3.5,1,2,1,4,25,19.62
7/24/90,205,4,5,C,6.5,2,1,1,2,19,9.51
7/24/90,205,4,5,C,8.5,1,1,1,4,23,15.74
7/24/90,205,4,5,C,9.5,1,1,1,4,45,92.59
7/24/90,205,4,5,D,2.5,1,2,1,4,25,19.62
7/24/90,205,4,5,D,4.5,1,1,1,4,21,12.38
7/24/90,205,4,5,D,6.5,2,2,1,2,26,21.76
7/24/90,205,4,5,D,9.5,2,2,1,4,20,10.88
7/24/90,205,4,5,D,10.5,2,1,1,4,17,7.09
8/8/90,220,1,6,A,5.5,2,1,1,4,3,0.07
8/8/90,220,1,6,A,6.5,2,2,1,2,20,10.88
8/8/90,220,1,6,A,8.5,2,2,1,6,5,0.28
8/8/90,220,1,6,B,2.5,1,2,1,2,21,12.38
8/8/90,220,1,6,B,6.5,2,1,1,4,3,0.07
8/9/90,221,2,6,G,5.5,2,1,1,3,4,0.16
8/9/90,221,2,6,G,6.5,2,1,1,4,25,19.62
8/9/90,221,2,6,G,8.5,2,2,1,3,10,1.75
8/9/90,221,2,6,H,7.5,1,2,1,4,30,31.74
8/9/90,221,2,6,J,4.5,1,2,1,5,4,0.16
8/9/90,221,2,6,J,4.5,2,2,1,3,6,0.45
8/9/90,221,2,6,J,10.5,2,2,1,4,30,31.74
6/1/91,152,1,1,A,2.5,2,1,1,2,6,0.45
6/1/91,152,1,1,A,2.5,2,2,2,2,10,3.49
6/1/91,152,1,1,A,3.5,1,1,1,2,8,0.97
6/1/91,152,1,1,A,6.5,2,1,1,5,2,0.02
6/1/91,152,1,1,A,7.5,1,1,1,2,5,0.28
6/1/91,152,1,1,A,9.5,1,1,1,2,3,0.07
6/1/91,152,1,1,A,9.5,2,2,1,3,10,1.75
6/1/91,152,1,1,A,10.5,2,2,1,2,3,0.07
6/1/91,152,1,1,B,1.5,1,1,1,2,4,0.16
6/1/91,152,1,1,B,1.5,1,2,1,2,6,0.45
6/1/91,152,1,1,B,1.5,1,2,1,2,3,0.07
6/1/91,152,1,1,B,2.5,2,1,1,2,6,0.45
6/1/91,152,1,1,B,3.5,1,1,2,2,4,0.31
6/1/91,152,1,1,B,3.5,2,1,1,3,8,0.97
6/1/91,152,1,1,B,4.5,2,1,1,2,10,1.75
6/1/91,152,1,1,B,5.5,1,1,1,3,6,0.45
6/1/91,152,1,1,B,6.5,1,2,1,2,5,0.28
6/1/91,152,1,1,B,7.5,1,2,1,2,9,1.32
